FollowerCount	FollowingCount
1706188	402
173872	2804
643	716
565	613
3867	2059
41765	185
25505	136
2014	1943
889300	183
3337	677
3106	3232
209	185
9093	672
117913	1299
245591	266
182598	1402
1259676	337
1481379	147521
9450	1511
1097135	830
254	341
220242	357
1481379	147521
85138	67047
25360	20872
298668	551
3446	3383
585	994
1294	431
480412	11948
7584	671
117913	1299
3741	1635
266407	1592
322682	37601
10167	900
32342	2622
221001	906
173872	2804
4947410	112
5342840	33401
279	40
298668	551
627949	150866
335	469
7360339	95
20542	635
14843	12352
1981	286
266407	1592
54453	7688
739581	10723
203788	1069
1294	431
489	473
3302480	550744
392738	9364
206818	15196
2696	807
405315	128127
11018	160
112	243
671	215
2774790	20342
117913	1299
57840	27137
697	14
1720	540
3081505	119234
794	479
864557	7352
8120	710
356712	2070
541611	2140
32342	2622
20288	1568
25195	1443
1634478	12567
4947410	112
655	562
272	733
103607	53468
3832	859
9542820	2069
3317868	58
400430	462
206818	15196
20	7
263614	759
17842623	46964
461236	55
580544	2799
209	454
7554	1711
592	193
154830	10613
221001	906
120772	468
322682	37601
3893	1059
30426	1376
1043	81
242529	7561
1271	1503
2280149	373178
1607541	93
185616	1001
3638	3341
366460	466
1140	927
36543194	123336
3832	859
25360	20872
3200	3256
65264	956
750	997
20	7
741	645
489	473
24437	279
1433	249
2273871	4524
11018	160
15385	673
60	146
488750	320
889300	183
44027	113
143101	128686
163145	906
1674046	24246
1912232	33395
177796	0
1607541	93
21	193
149335	71
3914	1439
1525260	747
9838	1216
92462	692
4491415	756
638283	150
3893	1059
1404323	563
119001	119704
2014	1943
33669	29327
4947410	112
27683	926
4297	1049
1043	81
245591	266
1674046	24246
6119	382
11039	3858
405315	128127
223	168
2256591	735
501043	3289
322682	37601
14843	12352
3892	4333
85138	67047
4286	582
1404323	563
823481	2667
690097	67745
570772	5390
47006	7814
823481	2667
1043	81
1404323	563
100151	31383
30426	1376
146298	49266
8168488	76
17842623	46964
323	542
4603	873
6119	382
480412	11948
3741	1635
1010	1014
784	719
34463	29808
2403	1
2403	1
25360	20872
5151	2195
488750	320
708	631
739581	10723
30426	1376
206818	15196
5694566	389
5922518	483
3200	3256
272	733
6085071	67
7360339	95
3741	1635
1271	1503
1720	540
488553	38857
24	20
708	631
470926	322
3200	3256
356712	2070
5342840	33401
1097135	830
20	7
298668	551
71597	44262
4491415	756
1010	1014
15385	673
45589	862
688	562
1481379	147521
750	997
4557	82
1271386	7081
2014	1943
314	398
102116	293
1525260	747
47006	7814
130850	3394
4189	2094
78731	6212
580544	2799
47006	7814
1354	375
1097135	830
154830	10613
182598	1402
1279	535
20	7
71597	44262
220242	357
708	631
36543194	123336
119001	119704
2273871	4524
92462	692
177796	0
1674046	24246
1682535	1015
4579	327
65264	956
16926	240
7554	1711
127	36
504004	3109
10527	769
126738	779
206818	15196
6232	551
3736	1666
92462	692
628	921
804394	1370
3166413	276
10693	935
392738	9364
117913	1299
100151	31383
631958	674
10270	5625
119001	119704
44	79
103607	53468
3892	4333
203788	1069
1221	313
867	413
44034	2974
1140	927
58090	6
45589	862
254	534
220242	357
1010	1014
1611042	936
1641075	695
598	600
48711	22845
242529	7561
1682535	1015
3901	1353
363552	664
220242	357
219	148
78083	679
102116	293
7360339	95
10581	950
1433	249
5501	5908
100836	144
5685	942
2260661	233
98788	2354
173872	2804
2745543	7828
4947410	112
627	1993
71597	44262
1352348	331
5501	5908
652	1291
6119	382
42332	405
10693	935
4363	221
404679	3866
10527	769
3081505	119234
1203	689
25360	20872
677	574
3764	703
24437	279
224146	272
405	314
26695	1295
95	120
21	193
570772	5390
4947410	112
119001	119704
15002	1945
1205166	3329
254	534
3832	859
364	927
282305	2114
671	215
298668	551
71597	44262
265258	209
3867	2059
25195	1443
4354	275
4491415	756
3867	2059
322682	37601
4321482	259
224146	272
5751	909
3166413	276
1140	927
1043	81
5501	5908
1203	689
44027	113
6231	555
1525260	747
10167	900
4189	2094
41765	185
2123	242
58090	6
1271386	7081
631958	674
513424	6
7185698	30
254	341
565	613
364	927
23230	495
132100	56571
2014	1943
47006	7814
5342840	33401
185616	1001
44	79
28613	3557
3106	3232
628	921
2696	1718
676	243
1611042	936
580544	2799
614689	400
108768	57
5941	1615
1354	375
7360339	95
690097	67745
60	146
143101	128686
112	243
4321482	259
28613	3557
128305	213
4760	425
462071	331717
7037	577
871652	140
501043	3289
871652	140
10422587	147
570772	5390
3081505	119234
268170	2087
92462	692
9093	672
177796	0
1607541	93
23230	495
5694566	389
1706188	402
272	733
2696	1718
14843	12352
49326	42259
20542	635
15385	673
279	40
125438	983
1203	689
5751	909
1706188	402
100836	144
44034	2974
16978	6715
6231	555
203788	1069
206818	15196
739581	10723
570772	5390
131920	364
1481379	147521
2745543	7828
1259676	337
11147	1500
158467	154157
1221	313
3302480	550744
1445520	260
266407	1592
236123	858
627949	150866
38	0
117913	1299
120772	468
5751	909
15385	673
750	997
444	155
112	243
17842623	46964
25195	1443
3764	703
3867	2059
3867	2059
10693	935
3832	859
48711	22845
209	454
6061284	24
112	243
173872	2804
470926	322
186557	90762
5996	906
245591	266
1043	81
125438	983
2651	2554
2014	1943
16978	6715
10693	935
3832	859
7271	335
282305	2114
100836	144
3302480	550744
627949	150866
1641075	695
708	631
9720	4532
1205166	3329
4189	2094
3524	1881
1674046	24246
2745543	7828
1090	383
39262	848
6232	551
1674046	24246
182598	1402
756715	12949
5501	5908
58090	6
7157	73
21591	1179
5342840	33401
2280149	373178
272	733
570772	5390
9542820	2069
3892	4333
49326	42259
4557	82
45589	862
292157	605
5922518	483
9093	672
579	675
1883	746
7185698	30
314	398
3081505	119234
671	215
2280149	373178
21591	1179
1720	540
7271	335
1481379	147521
676	243
16341	177
425	528
3200	3256
138235	780
470926	322
221001	906
627949	150866
1205166	3329
125512	13701
125512	13701
26821	24787
314	398
5751	909
405315	128127
10167	900
245591	266
245591	266
1706188	402
23230	495
103607	53468
2651	2838
872	914
5342840	33401
15002	1945
1611042	936
3106	3232
7039	5037
254	534
285735	276251
2651	2838
3764	703
756715	12949
186557	90762
1554	675
263614	759
887	466
130878	5409
112	243
5151	2195
158467	154157
2280149	373178
10167	900
119001	119704
366460	466
3081505	119234
3867	2059
1043	81
48777	858
203788	1069
4557	82
10073	770
1607541	93
1682535	1015
3638	3341
12173	571
10270	5625
38640	83
117913	1299
285735	276251
8168488	76
3764	703
21591	1179
823481	2667
25195	1443
102116	293
45589	862
130878	5409
1259676	337
1634478	12567
11427	1951
508213	554
3200	3256
488750	320
54453	7688
867	413
263614	759
7157	73
17083	641
4321482	259
15385	673
2745543	7828
268170	2087
30426	1376
1221	313
33669	29327
78083	679
16978	6715
541611	2140
3212858	2663
2403	1
3832	859
163145	906
263614	759
628	921
392738	9364
1140	927
206818	15196
19562	17637
2256591	735
2123	543
366460	466
364	927
48711	22845
78731	6212
11018	160
4557	82
265258	209
45589	862
100836	144
7103	917
867	413
4503	3638
25360	20872
14843	12352
232753	320
126738	779
143101	128686
44027	113
2333	2189
823481	2667
268170	2087
4721	1369
1140	927
3284	704
10167	900
98788	2354
71597	44262
1481379	147521
254	341
100151	31383
2672979	78
203788	1069
15002	1945
112	243
71597	44262
206818	15196
28613	3557
1203	689
60	146
254	534
232753	320
298668	551
628	921
112	243
209	454
49326	42259
57840	27137
245591	266
8666	1041
1720	540
48711	22845
1259676	337
1481379	147521
1404323	563
5342840	33401
3525	3115
4564	397
1257	318
44	79
95	120
1674046	24246
186557	90762
3166413	276
1433	249
1411	457
4491415	756
671	215
33669	29327
206818	15196
1534	2000
60	146
265258	209
6232	551
11427	1951
78731	6212
34463	29808
2672979	78
1720	540
30426	1376
100151	31383
328	361
10167	900
49326	42259
4491415	756
182598	1402
30426	1376
6426	5902
38	0
541611	2140
20	7
117913	1299
1674046	24246
1010	1014
2280149	373178
5317	192
11147	1500
3042715	3811
7185698	30
266407	1592
2280149	373178
2774790	20342
1912232	33395
823481	2667
2260661	233
39262	848
53678	1751
889300	183
112	243
598	600
469	77
322682	37601
7271	335
8168488	76
11018	160
1834007	773
1294	431
103607	53468
57840	27137
6231	555
2843700	5337
9512	12
272	733
2280149	373178
4363	221
1611042	936
100836	144
1912232	33395
254	341
154830	10613
335	469
267	352
92462	692
96531	87
6232	551
228	302
631958	674
1352348	331
1203	689
119001	119704
628	921
364	927
314	398
117913	1299
57840	27137
1140	927
78731	6212
4321482	259
173872	2804
236123	858
16978	6715
580544	2799
65264	956
1140	927
9542820	2069
404679	3866
1203	689
580544	2799
1203	689
1674046	24246
570772	5390
7554	1711
39262	848
1354	375
794	479
10167	900
3302480	550744
268170	2087
1205	256
488750	320
177796	0
100151	31383
126738	779
4870	4071
2651	2838
42181	38765
279	40
2403	1
6029	3353
444	155
33669	29327
6232	551
254	534
11018	160
864557	7352
11427	1951
154830	10613
614689	400
3764	703
1611042	936
631958	674
2307845	329
1404323	563
756715	12949
488750	320
13456	3599
1481379	147521
9093	672
298668	551
676	243
2774790	20342
125438	983
3042715	3811
9093	672
128305	213
1706188	402
1043	974
3867	2059
794	892
404679	3866
3832	859
1682535	1015
3253	833
78083	679
2470	357
3832	859
739581	10723
220242	357
15002	1945
236123	858
7147	737
220242	357
54453	7688
7147	737
41765	185
444	155
186557	90762
57840	27137
697	14
7185698	30
3638	3341
3525	3115
15002	1945
126738	779
804394	1370
44	79
30426	1376
334	309
19562	17637
1404323	563
78731	6212
570772	5390
15385	673
449373	382
266407	1592
21591	1179
38	0
53678	1751
266407	1592
120772	468
1706188	402
60	146
41765	185
1043	974
45589	862
3741	1635
356712	2070
889300	183
871652	140
3525	3115
102116	293
39262	848
7157	73
5941	1615
2745543	7828
1271	1503
1209835	3
3722	285
1424824	338
58090	6
3166413	276
501043	3289
2553	2273
236123	858
4491415	756
1043	81
3317868	58
221001	906
828774	904
356712	2070
655	562
57840	27137
37884	35589
480412	11948
1205166	3329
25360	20872
130850	3394
631958	674
16978	6715
102116	293
638283	150
185616	1001
265258	209
2014	1943
95	120
3081505	119234
1209835	3
3638	3341
5151	2195
1674046	24246
30426	1376
1294	431
41367	71
158467	154157
20542	635
10270	5625
254	534
10270	5625
1352348	331
655	562
254	341
60	146
4557	82
2014	1943
47006	7814
3892	4333
44034	2974
380	507
5996	906
130878	5409
49326	42259
7157	73
871652	140
2280149	373178
28819413	664324
34463	29808
163145	906
5685	942
3741	1635
7554	1711
1773	698
2280149	373178
1271	1503
10167	900
823481	2667
4363	221
2014	1943
504004	3109
1043	81
513424	6
1525260	747
11147	1500
404679	3866
41367	71
697	14
1720	540
41765	185
2280149	373178
5151	2195
20	7
132100	56571
119001	119704
1641075	695
1433	249
236123	858
20542	635
146298	49266
6059	964
598	600
5501	5908
21591	1179
47006	7814
867	413
1352348	331
245591	266
1352348	331
723800	328
366460	466
1634478	12567
21	193
126738	779
16978	6715
3166413	276
132100	56571
4557	82
130850	3394
7185698	30
67736	30523
592	193
103607	53468
71597	44262
750	997
20542	635
1043	81
132100	56571
3042715	3811
95	120
1010	1014
4760	425
364	927
6231	555
1209835	3
71597	44262
3892	4333
871652	140
1682535	1015
112	243
1682535	1015
631958	674
108768	57
1682535	1015
203788	1069
254	341
16978	6715
2470	357
5751	909
279	40
3166413	276
132100	56571
867	413
565	613
10270	5625
125438	983
1271	1503
5922518	483
1607541	93
1834007	773
2632	387
28613	3557
2280149	373178
6232	551
725	645
1097135	830
48711	22845
1203	689
3741	1635
3722	285
158467	154157
265258	209
92462	692
671	215
11018	160
267	352
71597	44262
11427	1951
750	997
1674046	24246
47006	7814
1481379	147521
323	542
364	927
5922518	483
108768	57
1279	535
4557	82
254	341
8168488	76
39262	848
756715	12949
1891961	302
5501	5908
6231	555
405315	128127
323	542
20288	1568
2552	349
1010	1014
3042715	3811
41705	241
143101	128686
85138	67047
15385	673
3081505	119234
228	302
154830	10613
462071	331717
11018	160
5751	909
21	193
364	927
11018	160
2745543	7828
7360339	95
146298	49266
1205166	3329
44034	2974
1140	927
39262	848
565	613
708	631
102116	293
126738	779
4557	82
209	454
15385	673
44034	2974
112	243
13150	1198
28613	3557
10167	900
28613	3557
3832	859
2745543	7828
3317868	58
3525	3115
5996	906
314	398
7185698	30
173872	2804
352126	499
30426	1376
580544	2799
404679	3866
41427	325
236123	858
19562	17637
592	193
130850	3394
335	469
158467	154157
30426	1376
203788	1069
20	7
3200	3256
3212858	2663
45589	862
565	613
1634478	12567
5685	942
48777	858
1221	313
871652	140
15002	1945
30426	1376
1010	1014
508213	554
39262	848
3914	1439
7554	1711
282305	2114
1203	689
393	257
1271	1503
112	243
3867	2059
173872	2804
221001	906
32342	2622
119001	119704
7157	73
1221	313
300451	293
823481	2667
125512	13701
1015831	48
1525525	116
220242	357
725	645
335	469
1259676	337
805	589
444	155
263614	759
34463	29808
126738	779
723800	328
750	997
2261838	1335
480412	11948
92462	692
127	106
2014	1943
1352348	331
470926	322
128305	213
47006	7814
266407	1592
7554	1711
7271	335
263614	759
21591	1179
3166413	276
7944051	734
725	645
444	155
504004	3109
2651	2838
54453	7688
282305	2114
245591	266
631958	674
1043	974
1294	431
65264	956
206818	15196
282305	2114
47006	7814
5941	1615
323	542
655	562
100836	144
1706188	402
112	243
1595	328
2774790	20342
54453	7688
2280149	373178
209	454
177796	0
697	14
15385	673
508213	554
1634478	12567
364	927
889300	183
2038	749
750	997
4321482	259
6839015	968
4947410	112
219	148
10270	5625
209	454
5751	909
57840	27137
5751	909
1706188	402
1891961	302
78083	679
725	645
3832	859
4557	82
125512	13701
100151	31383
5151	2195
541611	2140
138235	780
14843	12352
1010	1014
570772	5390
266407	1592
3832	859
92462	692
1433	249
335	406
182598	1402
1010	1014
627	1993
224146	272
203788	1069
628	453
41765	185
1607541	93
58090	6
3166413	276
236123	858
1043	974
488750	320
57840	27137
41367	71
34463	29808
9159	0
54453	7688
67736	30523
3171023	5171
3867	2059
470926	322
1259676	337
628	921
5996	906
502	432
5501	5908
739581	10723
41765	185
3764	703
8120	710
828774	904
44034	2974
575	620
78731	6212
1796718	284
28613	3557
25360	20872
127	36
126738	779
3867	2059
2256591	735
3081505	119234
65264	956
570772	5390
5941	1615
187	751
10167	900
6225470	381
209	454
1040229	725
4189	2094
739581	10723
143101	128686
2139	1706
41765	185
173872	2804
1634478	12567
392738	9364
1010	1014
9093	672
794	479
41765	185
856407	82
228	302
1912232	33395
2280149	373178
739581	10723
756715	12949
756715	12949
4747	1
242529	7561
9450	1511
263614	759
125438	983
794	479
5501	5908
44027	113
100151	31383
78731	6212
756715	12949
220242	357
570772	5390
3867	2059
4407	459
4760	425
19562	17637
364	927
10581	950
804394	1370
5996	906
470926	322
228	302
6232	551
480412	11948
1040229	725
203788	1069
5342840	33401
6119	382
3042715	3811
10167	900
638283	150
53678	1751
19562	17637
5685	942
5501	5908
580544	2799
3524	1881
120772	468
6232	551
16978	6715
7147	737
1674046	24246
4760	425
1097135	830
1010	1014
2280149	373178
20542	635
58090	6
5996	906
1682	331
15385	673
823481	2667
78731	6212
1140	927
864557	7352
724	1078
1203	689
1720	540
708	631
34463	29808
676	243
34463	29808
1912232	33395
6279	819
298668	551
10693	935
335	469
228	302
1912232	33395
3867	2059
11456	603
10270	5625
4557	82
220242	357
2439131	97
41765	185
2689	2611
138235	780
2280149	373178
3867	2059
314	398
242529	7561
1043	81
628	921
2745543	7828
132100	56571
1352348	331
638283	150
5342840	33401
49326	42259
120772	468
592	193
470926	322
266407	1592
570772	5390
598	600
5685	942
265258	209
2014	1943
7407	1388
2672979	78
708	631
2745543	7828
78731	6212
206818	15196
25195	1443
108768	57
2256591	735
49326	42259
41367	71
1525260	747
444	155
44	79
515	487
4321482	259
9679	322
117913	1299
676	243
41765	185
41367	71
78731	6212
794	892
1641075	695
128305	213
20	7
1352348	331
1010	1014
1611042	936
3832	859
10693	935
272	733
9512	12
614689	400
5751	909
1720	540
98788	2354
103607	53468
5438	2260
15385	673
823481	2667
138235	780
95	120
1209835	3
1040229	725
508213	554
1221	313
314	398
3832	859
254	341
48777	858
4363	221
2273871	4524
71597	44262
221001	906
154830	10613
20	7
1209835	3
266407	1592
78083	679
4762	595
480412	11948
7360339	95
3638	3341
78731	6212
3832	859
655	562
15002	1945
392738	9364
1271	1503
44027	113
30426	1376
322682	37601
893	575
697	14
34463	29808
279	83
60	146
1706188	402
48777	858
444	155
185616	1001
671	215
598	600
756715	12949
298668	551
323	542
26821	24787
146298	49266
1682535	1015
186557	90762
30426	1376
11427	1951
9512	12
125512	13701
778	597
3638	3341
2280149	373178
1445520	260
103607	53468
708	631
1445520	260
203788	1069
444	155
364	927
36543194	123336
4494	137
30426	1376
1607541	93
756715	12949
41367	71
185616	1001
3525	3115
1259676	337
50959	2365
2470	357
5922518	483
24437	279
203788	1069
41367	71
1221	313
2651	2838
228	302
6119	382
16428	1134
10270	5625
2256591	735
254	534
2696	1718
480412	11948
1271	1503
125512	13701
20	7
10270	5625
125512	13701
5751	909
2256591	735
2470	357
356712	2070
864557	7352
71597	44262
1352348	331
103607	53468
501043	3289
7554	1711
5685	942
671	215
285735	276251
19562	17637
132100	56571
366460	466
1634478	12567
2280149	373178
513424	6
356712	2070
2470	357
44	79
125438	983
67736	30523
23230	495
627	1993
964	748
67736	30523
263614	759
267	352
5342840	33401
1209835	3
25195	1443
794	479
65264	956
5941	1615
5151	2195
54453	7688
1595	328
3890	2764
85138	67047
24	20
3893	1059
125512	13701
15002	1945
3302480	550744
627	1993
3200	3256
2774790	20342
10270	5625
282305	2114
130878	5409
21	193
103607	53468
173872	2804
10693	935
739581	10723
128305	213
392738	9364
1221	313
85138	67047
592	193
508213	554
128305	213
4363	221
727	306
1010	1014
3302480	550744
9093	672
3892	4333
57840	27137
10167	900
405315	128127
1123	1106
2696	1718
576562	857
631958	674
1404323	563
3200	3256
47006	7814
1040229	725
228	302
1445520	260
1209835	3
267	352
127	36
4947410	112
232753	320
3914	1439
25360	20872
15002	1945
98788	2354
96531	87
41765	185
17842623	46964
53678	1751
1354	375
4760	425
132100	56571
8168488	76
5922518	483
15002	1945
1641075	695
60	146
3892	4333
3200	3256
867	413
469	77
130878	5409
628	921
186557	90762
186557	90762
112	243
6231	555
844	158
508213	554
2603	326
48777	858
405315	128127
2014	1943
2651	2838
4321482	259
10167	900
236123	858
570772	5390
9512	12
1352348	331
267	352
3081505	119234
47006	7814
676	243
1611042	936
8120	710
335	469
592	193
33669	29327
3525	3115
9093	672
67736	30523
9450	1511
9512	12
11427	1951
1271	1503
4947410	112
24437	279
7360339	95
23230	495
1912232	33395
4491415	756
9542820	2069
723800	328
1607541	93
1912232	33395
16978	6715
16978	6715
1433	249
723800	328
220242	357
1641075	695
4189	2094
24437	279
323	542
580544	2799
2696	1718
154830	10613
57840	27137
39262	848
196692	2339
130850	3394
5151	2195
3892	4333
26821	24787
5996	906
756715	12949
627949	150866
2696	1718
48777	858
71597	44262
224146	272
127	36
7360339	95
19562	17637
823481	2667
1682535	1015
488553	38857
3892	4333
20288	1568
92462	692
1445520	260
805	589
28613	3557
41765	185
1634478	12567
272	733
1674046	24246
4947410	112
21591	1179
3914	1439
1404323	563
263614	759
11427	1951
1268	933
2696	1718
592	193
2068	1743
1641075	695
20288	1568
3741	1635
219	148
488553	38857
592	193
5751	909
500	900
242529	7561
127	36
723800	328
1415	1053
1433	249
6231	555
100151	31383
1294	431
15385	673
697	14
4575	639
60	146
5996	906
2662235	824
8168488	76
1682535	1015
242529	7561
30426	1376
708	631
125512	13701
48711	22845
138235	780
282305	2114
21	193
242529	7561
1205166	3329
67736	30523
177796	0
132100	56571
756715	12949
2696	1718
5151	2195
98788	2354
9450	1511
3867	2059
565	613
125438	983
206818	15196
1291	637
279	40
1097135	830
671	215
3722	285
9679	322
19562	17637
4557	82
25195	1443
25195	1443
26821	24787
671	215
926	164
14003896	698
488750	320
2260661	233
1010	1014
9450	1511
2774790	20342
19391	982
1043	974
570772	5390
39262	848
1043	81
158467	154157
272	733
480412	11948
119001	119704
186557	90762
1634478	12567
3081505	119234
265258	209
7321	253
10693	935
750	997
223	168
501043	3289
488553	38857
30426	1376
1140	927
1010	1014
480412	11948
3638	3341
1612720	285
1962	247
265258	209
3837	690
398	103
322682	37601
1205166	3329
4189	2094
627	1993
364	927
132100	56571
1706188	402
220242	357
5685	942
392738	9364
3914	1439
5342840	33401
28613	3557
4363	221
3764	703
48711	22845
236123	858
7360339	95
96531	87
21591	1179
2256591	735
21	193
3867	2059
1354	375
565	613
4957	1644
1481379	147521
7360339	95
54453	7688
3914	1439
23230	495
723800	328
513424	6
112	243
2280149	373178
15002	1945
98788	2354
57840	27137
804394	1370
889300	183
78731	6212
146298	49266
219	148
266407	1592
26978	168
138235	780
267	352
17842623	46964
1294	431
6231	555
335	469
565	613
67	142
32342	2622
366460	466
2014	1943
3525	3115
21591	1179
263614	759
2014	1943
1682535	1015
21591	1179
508213	554
125438	983
44	79
173872	2804
2745543	7828
628	921
265258	209
3302480	550744
1040229	725
236123	858
480412	11948
5973	866
5751	909
182598	1402
41367	71
71597	44262
4321482	259
804394	1370
266407	1592
1682535	1015
7271	335
39262	848
130878	5409
580544	2799
676	243
1682535	1015
504004	3109
3893	1059
146298	49266
9093	672
130850	3394
65264	956
6964	245
356712	2070
185616	1001
3525	3115
10581	950
10693	935
265258	209
1928	949
775	715
1682535	1015
4491415	756
1554	675
4947410	112
6085071	67
30426	1376
48777	858
5751	909
127	106
2651	2838
1259676	337
7360339	95
298668	551
96531	87
2014	1943
1641075	695
488553	38857
182598	1402
232753	320
366460	466
614689	400
71597	44262
5751	909
3166413	276
565	613
185616	1001
3832	859
2280149	373178
1674046	24246
1611042	936
725	645
41765	185
1043	974
638283	150
24437	279
26821	24787
100151	31383
132100	56571
174	506
57840	27137
6232	551
185616	1001
3914	1439
3081505	119234
794	479
100	201
1891961	302
236123	858
1010	1014
5151	2195
100836	144
322682	37601
3741	1635
243	315
3892	4333
1790	568
102116	293
266407	1592
1051	259
14843	12352
756715	12949
33669	29327
117913	1299
65264	956
631958	674
9450	1511
3166413	276
723800	328
444	155
3106	3232
323	542
67736	30523
1205166	3329
1682535	1015
65264	956
228	302
41765	185
7360339	95
302	638
279	40
9679	322
7659	769
3081505	119234
1352348	331
2651	2838
756715	12949
173872	2804
1641075	695
266407	1592
130878	5409
480412	11948
1912232	33395
1404323	563
627949	150866
8168488	76
25195	1443
49326	42259
185616	1001
16978	6715
3892	4333
1404323	563
3042715	3811
57840	27137
794	892
58090	6
708	631
279	40
127	36
9450	1511
2662235	824
7157	73
631958	674
1883	1263
1891961	302
5996	906
163145	906
254	534
488553	38857
16	37
1354	375
238	214
697	14
224146	272
804394	1370
298668	551
1780218	2
756715	12949
2774790	20342
20288	1568
8120	710
177796	0
125438	983
60	146
513424	6
185616	1001
254	341
103607	53468
38	0
1706188	402
22333	8875
103607	53468
24791	1346
263614	759
1404323	563
1354	375
285735	276251
44034	2974
5342840	33401
823481	2667
794	892
1611042	936
132100	56571
756715	12949
44034	2974
6119	382
245591	266
2696	1718
1525260	747
20542	635
366460	466
5751	909
5922518	483
488553	38857
138235	780
4760	425
3741	1635
49326	42259
1352348	331
127	106
598	600
20288	1568
5751	909
125438	983
794	892
15385	673
28613	3557
298668	551
58090	6
120772	468
889300	183
265258	209
364	927
671	215
565	613
1271	1503
9450	1511
3638	3341
298668	551
5751	909
126738	779
4947410	112
5751	909
221001	906
48777	858
364	927
232753	320
10167	900
5629637	51683
2014	1943
267	352
3742349	58111
2256591	735
3867	2059
26695	1295
4321482	259
30426	1376
100151	31383
245591	266
48711	22845
132100	56571
1433	249
7147	737
28613	3557
221001	906
7554	1711
11427	1951
9943	9459
756715	12949
2280149	373178
1354	375
182598	1402
739581	10723
146298	49266
10167	900
1209835	3
78731	6212
11147	1500
10693	935
294	343
220242	357
5685	942
598	600
28613	3557
131920	364
8120	710
541611	2140
57840	27137
1354	375
3741	1635
158467	154157
1682535	1015
5941	1615
627	1993
871652	140
203788	1069
108768	57
655	562
39262	848
44	79
541611	2140
40933	231
488553	38857
7157	73
32342	2622
4189	2094
25360	20872
725	645
266407	1592
92462	692
3166413	276
285735	276251
45589	862
580544	2799
480412	11948
697	14
3892	4333
28613	3557
356712	2070
5501	5908
1481379	147521
3893	1059
122624	1140
163145	906
32342	2622
708	631
346	515
39262	848
580544	2799
3893	1059
3924	1640
3832	859
373	264
131920	364
78083	679
28613	3557
20542	635
405315	128127
282305	2114
823481	2667
92462	692
146298	49266
2750	28
5751	909
44027	113
279	40
19	94
3837	690
23230	495
24368	2316
185616	1001
828774	904
631958	674
11147	1500
39262	848
480412	11948
366460	466
488750	320
794	479
6232	551
19562	17637
268170	2087
1345	928
44034	2974
6085071	67
17842623	46964
2311	383
5922518	483
23230	495
28613	3557
628	921
9679	322
245591	266
100	201
11427	1951
1043	974
1720	540
138235	780
10693	935
158467	154157
228	302
100151	31383
95	120
5751	909
592	193
11427	1951
1445520	260
676	243
7157	73
5751	909
488750	320
138235	780
117913	1299
67736	30523
3892	4333
489	473
5751	909
3525	3115
889300	183
2696	1718
3302480	550744
138235	780
119001	119704
11018	160
1203	689
85138	67047
44034	2974
5685	942
38	0
1259676	337
5996	906
867	413
20	7
1043	974
287967	10090
10693	935
265258	209
130850	3394
462071	331717
3162	244
2403	1
1209835	3
125438	983
2696	1718
11018	160
1611042	936
1445520	260
1674046	24246
47771	262
5501	5908
128305	213
11018	160
725	645
1481379	147521
1209835	3
48711	22845
146298	49266
2280149	373178
364	927
692	537
7185698	30
1127	1011
82811	985
1409776	467
112	243
2014	1943
936	497
392738	9364
5922518	483
3741	1635
173872	2804
130850	3394
3832	859
444	155
756715	12949
120772	468
125512	13701
282305	2114
95	120
268170	2087
263614	759
6839015	968
404679	3866
128305	213
871652	140
3893	1059
4491415	756
2696	1718
4189	2094
6225470	381
6119	382
30426	1376
5342840	33401
100151	31383
100836	144
5751	909
9450	1511
541611	2140
756715	12949
47006	7814
21591	1179
25195	1443
6231	555
638283	150
4491415	756
5342840	33401
2280149	373178
5996	906
71597	44262
2260	609
7271	335
143101	128686
5996	906
2964	1074
158467	154157
138235	780
272	733
565	613
16017	9311
4947410	112
1607541	93
203788	1069
3106	3232
2280149	373178
1043	81
1641075	695
100151	31383
100836	144
130850	3394
4491415	756
148	398
95	120
1097135	830
206818	15196
128305	213
823481	2667
750	997
279	40
182598	1402
628	921
1641075	695
14843	12352
220242	357
232753	320
316	235
2256591	735
725	645
6231	555
725	645
1259676	337
154830	10613
41765	185
1354	375
1634478	12567
462071	331717
44	79
8048101	1
1706188	402
598	600
5922518	483
2696	1718
279	40
3892	4333
3764	703
756	418
804394	1370
1221	313
39262	848
127	36
266407	1592
756715	12949
5751	909
127	36
2774790	20342
1043	81
49326	42259
1140	927
7360339	95
1177	142
739581	10723
102116	293
9093	672
323	542
470926	322
627	1993
7157	73
11018	160
1525260	747
3171023	5171
132100	56571
1611042	936
3525	3115
7147	737
5941	1615
1259676	337
1097135	830
462071	331717
5629637	51683
1352348	331
223	168
11147	1500
462071	331717
627	1993
146298	49266
20288	1568
2774790	20342
23230	495
462071	331717
6232	551
7271	335
1634478	12567
676	243
15156	609
20	7
1352348	331
508213	554
3893	1059
1611042	936
570772	5390
756715	12949
48711	22845
3867	2059
39262	848
9542820	2069
3638	3341
2662235	824
8120	710
5751	909
2260661	233
3525	3115
143101	128686
10167	900
298668	551
11324	373
177796	0
3892	4333
628	921
671	215
30906	323
108768	57
103607	53468
26821	24787
132100	56571
3893	1059
1607541	93
17842623	46964
2512	649
44034	2974
5751	909
3042715	3811
206818	15196
15002	1945
1259676	337
8168488	76
462071	331717
1607541	93
130878	5409
10693	935
219	148
1601	1814
71597	44262
96531	87
3724	605
48711	22845
9512	12
504004	3109
697	14
