name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
camel,1.6,org.apache.camel.model.DelayerType,10,4,0,10,27,3,3,8,9,0.333333333,107,1,0,0.968421053,0.283333333,2,3,9.6,4,0.9,0
camel,1.6,org.apache.camel.scala.Period,5,1,0,7,7,4,5,2,5,0.25,30,1,0,0,0.7,0,0,4.8,1,0.8,0
camel,1.6,org.apache.camel.component.jcr.JcrConverter,5,1,0,4,10,10,0,4,5,2,28,0,0,0,0.36,0,0,4.6,1,0.8,0
camel,1.6,org.apache.camel.language.juel.JuelExpression,12,2,0,6,24,56,2,5,7,0.75,145,1,0,0.3125,0.260416667,1,2,10.75,2,1.0833,0
camel,1.6,org.apache.camel.model.ToType,9,4,0,7,16,24,4,3,9,0.625,60,1,1,0.979166667,0.444444444,2,2,5.555555556,1,0.4444,0
camel,1.6,org.apache.camel.util.NoFactoryAvailableException,2,4,0,6,6,0,6,0,2,0,20,1,0,0.944444444,0.75,0,0,8.5,1,0.5,0
camel,1.6,org.apache.camel.component.file.strategy.RenameFileProcessStrategy,13,2,0,8,32,52,1,7,11,0.638888889,201,1,2,0.533333333,0.321428571,0,0,14.23076923,1,0.5385,0
camel,1.6,org.apache.camel.component.dataset.DataSetSupport,15,1,1,7,25,75,1,6,12,0.803571429,139,1,1,0,0.276190476,0,0,8,2,1,1
camel,1.6,org.apache.camel.component.seda.SedaConsumer,6,2,0,11,29,0,2,11,3,0.7,152,1,2,0.777777778,0.466666667,1,2,23.66666667,4,1.1667,1
camel,1.6,org.apache.camel.component.jms.JmsProviderMetadata,8,1,0,5,12,24,3,3,7,0.714285714,68,1,0,0,0.541666667,0,0,7.25,2,1.25,0
camel,1.6,org.apache.camel.component.jms.requestor.DeferredRequestReplyMap,9,1,0,9,28,12,3,9,7,0.65,224,1,4,0,0.275,0,0,23.33333333,4,1.3333,0
camel,1.6,org.apache.camel.util.concurrent.AtomicExchange,1,2,0,2,2,0,2,0,1,2,4,0,0,1,1,0,0,3,0,0,0
camel,1.6,org.apache.camel.component.file.remote.RemoteFileExchange,4,2,0,11,7,0,7,6,4,0,36,1,1,0.95,0.5,0,0,7.75,1,0.5,0
camel,1.6,org.apache.camel.component.uface.UFaceEndpoint,3,3,0,6,8,3,1,6,2,2,22,0,0,0.971428571,0.666666667,1,1,6.333333333,1,0.3333,0
camel,1.6,org.apache.camel.component.mina.MinaComponent,32,3,0,38,97,320,3,37,20,0.85483871,834,1,1,0.546875,0.175953079,2,3,24.6875,7,1.7813,0
camel,1.6,org.apache.camel.spi.Registry,2,1,0,22,2,1,22,0,2,2,2,0,0,0,0.833333333,0,0,0,1,1,1
camel,1.6,org.apache.camel.model.LoopType,7,4,0,9,21,21,2,8,7,2,57,0,0,0.978723404,0.392857143,3,4,7.142857143,2,0.7143,0
camel,1.6,org.apache.camel.impl.EventDrivenPollingConsumer,12,3,0,12,27,42,2,10,8,0.704545455,124,1,2,0.678571429,0.233766234,1,1,9,2,0.8333,1
camel,1.6,org.apache.camel.builder.ErrorHandlerBuilder,4,1,0,22,4,6,20,3,4,2,4,0,0,0,0.4,0,0,0,1,1,1
camel,1.6,org.apache.camel.bam.ActivityBuilder,11,1,0,13,24,39,5,12,11,0.8,101,1,4,0,0.272727273,0,0,7.818181818,1,0.9091,0
camel,1.6,org.apache.camel.model.language.package-info,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
camel,1.6,org.apache.camel.component.seda.ListPollingConsumer,6,3,0,3,9,13,0,3,4,0.4,34,1,0,0.791666667,0.375,1,1,4.5,2,1,0
camel,1.6,org.apache.camel.component.irc.IrcExchange,19,2,0,9,20,159,4,7,15,0.666666667,105,1,1,0.703703704,0.233082707,1,3,4.473684211,1,0.8421,0
camel,1.6,org.apache.camel.impl.DelegateLifecycleStrategy,6,1,1,6,12,0,1,5,6,0,39,1,1,0,0.30952381,0,0,5.333333333,1,0.8333,1
camel,1.6,org.apache.camel.language.jxpath.JXPath,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.model.language.ExpressionType,26,1,17,49,51,279,39,10,21,0.776,366,1,3,0,0.205128205,0,0,12.88461538,6,1.3846,0
camel,1.6,org.apache.camel.spring.util.ReflectionUtils,3,0,0,4,18,3,1,3,3,2,65,0,0,0,0.416666667,0,0,20.66666667,4,1.6667,0
camel,1.6,org.apache.camel.Predicate,2,1,0,60,2,1,60,0,2,2,2,0,0,0,0.833333333,0,0,0,1,1,0
camel,1.6,org.apache.camel.impl.LoggingExceptionHandler,3,1,0,10,8,1,5,5,3,0,26,1,1,0,0.5,0,0,7.333333333,1,0.3333,1
camel,1.6,org.apache.camel.language.ognl.OGNL,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.processor.idempotent.jpa.MessageProcessed,8,1,0,1,12,22,1,0,8,0.761904762,52,1,0,0,0.458333333,0,0,5.125,1,0.875,0
camel,1.6,org.apache.camel.model.UnmarshalType,10,4,0,7,17,13,1,6,10,0.555555556,82,1,1,0.962365591,0.375,1,1,7,2,0.8,0
camel,1.6,org.apache.camel.builder.ErrorHandlerBuilderRef,4,2,0,7,17,0,1,6,4,0.5,78,1,1,0.571428571,0.4,0,0,18,2,1,3
camel,1.6,org.apache.camel.spring.spi.TransactionErrorHandlerBuilder,18,2,0,11,36,123,1,10,18,0.68627451,142,1,2,0.19047619,0.161111111,0,0,6.722222222,1,0.9444,0
camel,1.6,org.apache.camel.builder.BuilderSupport,31,1,1,16,59,437,1,15,28,0.855555556,251,1,2,0,0.133995037,0,0,7,2,1,6
camel,1.6,org.apache.camel.component.cxf.CxfProducer,9,3,0,40,101,0,1,40,4,0.458333333,505,1,2,0.724137931,0.222222222,1,1,54.77777778,1,0.8889,0
camel,1.6,org.apache.camel.component.mail.MailExchange,17,2,0,9,20,124,4,7,13,0.75,99,1,1,0.730769231,0.235294118,1,3,4.764705882,1,0.8235,0
camel,1.6,org.apache.camel.component.spring.integration.adapter.config.CamelSourceAdpaterParser,2,1,0,2,3,1,1,1,1,2,7,0,0,0.857142857,0.75,0,0,2.5,1,0.5,0
camel,1.6,org.apache.camel.language.bean.BeanExpression,5,2,0,12,23,0,2,10,4,0.25,125,1,0,0.625,0.5,1,2,23.4,4,1.4,0
camel,1.6,org.apache.camel.component.jpa.Callback,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.component.file.remote.RemoteFileMessage,15,3,0,5,22,71,1,5,13,0.842857143,164,1,0,0.729166667,0.293333333,2,6,9.6,4,1.1333,0
camel,1.6,org.apache.camel.spi.UnitOfWork,4,1,0,7,4,6,6,2,4,2,4,0,0,0,0.583333333,0,0,0,1,1,3
camel,1.6,org.apache.camel.impl.ReportingTypeConverterRegistry,4,1,0,3,9,0,0,3,4,0.333333333,34,1,0,0,0.5,0,0,7.25,2,1,0
camel,1.6,org.apache.camel.impl.ServiceSupport,15,1,32,37,34,63,34,3,7,0.846938776,239,1,0,0,0.377777778,0,0,14.46666667,5,1.4667,4
camel,1.6,org.apache.camel.component.spring.integration.SpringIntegrationBinding,5,1,0,11,14,10,6,5,4,2,41,0,0,0,0.28,0,0,7.2,1,0.8,0
camel,1.6,org.apache.camel.component.cxf.interceptors.XMLMessageOutInterceptor,6,1,0,11,39,9,1,10,3,0.4,189,1,0,0.428571429,0.333333333,0,0,30.33333333,5,1.3333,0
camel,1.6,org.apache.camel.component.jms.DestinationEndpoint,1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.builder.xml.DomResultHandler,3,1,0,3,7,0,1,2,3,0,21,1,0,0,0.666666667,0,0,5.666666667,1,0.6667,0
camel,1.6,org.apache.camel.component.http.HttpPollingConsumer,12,3,0,15,32,50,2,14,9,0.318181818,156,1,1,0.633333333,0.333333333,1,1,11.83333333,4,1.1667,0
camel,1.6,org.apache.camel.component.validator.msv.MsvComponent,4,5,0,4,9,4,0,4,3,0.333333333,37,1,0,0.930232558,0.4,1,1,8,1,0.75,0
camel,1.6,org.apache.camel.processor.validation.SchemaValidationException,6,6,0,3,16,7,1,2,5,0.8,80,1,0,0.791666667,0.416666667,0,0,11.66666667,3,1.1667,0
camel,1.6,org.apache.camel.impl.ReportingTypeConverterLoader,6,2,0,5,16,7,1,5,2,0.7,59,1,0,0.636363636,0.36,1,1,8.5,2,0.8333,1
camel,1.6,org.apache.camel.component.mail.MailConverters,5,1,0,2,16,10,0,2,4,2,81,0,0,0,0.333333333,0,0,15.2,1,0.8,0
camel,1.6,org.apache.camel.RuntimeExpressionException,3,5,2,6,6,3,5,1,3,1.5,17,1,0,1,0.777777778,0,0,4.333333333,0,0,0
camel,1.6,org.apache.camel.builder.ExpressionBuilder,36,1,0,52,81,630,24,34,33,2,342,0,0,0,0.138888889,0,0,8.5,12,1.2778,4
camel,1.6,org.apache.camel.component.jhc.JhcEndpoint,14,2,0,15,28,25,6,12,14,0.615384615,109,1,0,0.666666667,0.273809524,0,0,6.642857143,3,1.0714,0
camel,1.6,org.apache.camel.spi.ExchangeConverter,1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.util.AsyncProcessorHelper,2,1,0,16,7,1,12,4,1,2,23,0,0,0,0.5,0,0,10.5,1,0.5,0
camel,1.6,org.apache.camel.impl.converter.CachingInjector,3,1,0,4,6,0,2,2,2,0.5,33,1,1,0,0.666666667,0,0,9,2,1,0
camel,1.6,org.apache.camel.component.http.DefaultHttpBinding,12,1,0,7,49,44,1,6,12,0.636363636,239,1,1,0,0.240740741,0,0,18.75,1,0.8333,0
camel,1.6,org.apache.camel.component.cxf.transport.CamelTransportFactory,14,0,0,15,26,39,0,15,12,0.807692308,157,0.833333333,2,0,0.230769231,0,0,9.785714286,8,1.3571,0
camel,1.6,org.apache.camel.component.cxf.util.DataInInterceptor,3,0,0,8,11,1,1,7,2,0.5,41,1,0,0,0.75,0,0,12.33333333,1,0.3333,0
camel,1.6,org.apache.camel.language.simple.FileLanguage,3,2,0,10,21,3,4,6,2,2,106,0,0,0.75,0.666666667,1,3,34.33333333,11,4,4
camel,1.6,org.apache.camel.model.FilterType,7,4,0,11,16,21,4,7,7,2,45,0,0,0.978723404,0.392857143,3,4,5.428571429,1,0.5714,0
camel,1.6,org.apache.camel.impl.PredicateSupport,4,1,0,2,12,6,0,2,3,2,37,0,0,0,0.5625,0,0,8.25,2,1,0
camel,1.6,org.apache.camel.spring.spi.BeanInjector,2,0,0,3,6,1,0,3,2,2,14,0,0,0,0.666666667,0,0,6,1,0.5,0
camel,1.6,org.apache.camel.osgi.OsgiLanguageResolver,4,1,0,9,21,4,1,8,2,0.666666667,113,1,0,0,0.666666667,0,0,27,5,1.5,0
camel,1.6,org.apache.camel.component.list.ListEndpoint,13,2,1,15,25,28,3,13,11,0.611111111,120,1,1,0.705882353,0.241758242,0,0,8,1,0.7692,0
camel,1.6,org.apache.camel.language.ExpressionEvaluationException,3,5,0,5,4,0,2,3,3,0.5,21,1,2,0.894736842,0.5,0,0,5.333333333,1,0.6667,0
camel,1.6,org.apache.camel.component.bean.XPathAnnotationExpressionFactory,2,2,0,7,9,1,0,7,2,2,48,0,0,0.666666667,0.6,1,1,23,4,2,1
camel,1.6,org.apache.camel.language.header.HeaderLanguage,4,1,0,5,7,6,0,5,4,2,18,0,0,0,0.75,0,0,3.5,1,0.75,0
camel,1.6,org.apache.camel.bam.rules.TemporalRule,15,2,0,21,48,73,2,20,10,0.755102041,243,1,4,0.518518519,0.214285714,1,1,14.73333333,6,1.2667,0
camel,1.6,org.apache.camel.util.EndpointHelper,4,1,0,7,16,4,1,6,2,0.333333333,68,1,0,0,0.5,0,0,15.75,1,0.5,3
camel,1.6,org.apache.camel.component.jms.JmsProducer,19,3,0,31,84,99,5,31,10,0.814814815,501,0.888888889,5,0.552631579,0.212962963,1,1,24.89473684,9,1.5263,0
camel,1.6,org.apache.camel.bam.model.ActivityState,24,3,0,17,48,250,12,8,19,0.881987578,238,1,2,0.290322581,0.223602484,0,0,8.625,3,1.1667,0
camel,1.6,org.apache.camel.processor.BatchProcessor,21,2,2,9,37,116,3,7,12,0.888888889,180,0.777777778,3,0.411764706,0.178571429,1,1,7.142857143,4,1.1905,8
camel,1.6,org.apache.camel.component.uface.swing.SwingComponent,2,4,0,3,5,1,0,3,1,2,12,0,0,0.972972973,0.666666667,1,1,5,1,0.5,0
camel,1.6,org.apache.camel.component.seda.QueueComponent,2,4,0,3,5,0,0,3,1,0,13,1,0,1,1,0,0,5,0,0,0
camel,1.6,org.apache.camel.model.loadbalancer.RandomLoadBalanceStrategy,2,3,0,4,4,1,0,4,1,2,9,0,0,0.923076923,0.75,1,1,3.5,1,0.5,1
camel,1.6,org.apache.camel.spi.DataFormat,2,1,0,22,2,1,21,1,2,2,2,0,0,0,0.7,0,0,0,1,1,0
camel,1.6,org.apache.camel.component.jms.MessagePropertyAccessException,2,5,0,3,6,0,2,1,2,1,22,1,0,0.944444444,0.666666667,0,0,9,1,0.5,0
camel,1.6,org.apache.camel.impl.DefaultLanguageResolver,4,1,0,8,18,2,1,7,2,0.5,131,1,2,0,0.777777778,0,0,31.25,3,1.5,1
camel,1.6,org.apache.camel.converter.jaxb.FallbackTypeConverter,13,1,0,8,34,64,0,8,6,0.75,322,1,1,0,0.333333333,0,0,23.53846154,5,1.3077,0
camel,1.6,org.apache.camel.component.mina.MinaConsumer,7,3,0,12,24,0,2,12,1,0.666666667,108,1,1,0.821428571,0.291666667,1,1,13.71428571,1,0.7143,0
camel,1.6,org.apache.camel.model.language.ConstantExpression,3,2,0,3,5,3,2,1,3,2,12,0,0,0.956521739,0.666666667,1,2,3,1,0.3333,0
camel,1.6,org.apache.camel.component.spring.integration.adapter.config.CamelTargetAdapterParser,2,1,0,2,3,1,1,1,1,2,7,0,0,0.857142857,0.75,0,0,2.5,1,0.5,0
camel,1.6,org.apache.camel.component.mock.MockEndpoint,67,2,2,29,131,2017,13,26,53,0.882575758,1285,1,2,0.272727273,0.096801347,0,0,17.88059701,6,1.194,4
camel,1.6,org.apache.camel.impl.converter.DefaultTypeConverter,14,1,0,22,63,47,2,20,9,0.756410256,519,1,1,0,0.358974359,0,0,35.64285714,17,3.2143,3
camel,1.6,org.apache.camel.component.mail.MailComponent,11,3,0,9,30,11,1,9,9,0.35,132,1,2,0.813953488,0.257575758,1,2,10.81818182,1,0.7273,0
camel,1.6,org.apache.camel.model.TransformType,5,4,0,7,15,10,1,7,5,2,41,0,0,0.983957219,0.466666667,2,3,7.2,1,0.6,0
camel,1.6,org.apache.camel.language.groovy.GroovyRouteBuilder,3,3,0,3,10,3,0,3,2,2,30,0,0,0.981818182,0.666666667,0,0,9,1,0.3333,0
camel,1.6,org.apache.camel.component.file.remote.SftpConsumer,13,5,0,16,79,0,1,16,2,0.5,744,1,1,0.849315068,0.25,3,6,56,1,0.8462,0
camel,1.6,org.apache.camel.spring.CamelTemplateFactoryBean,9,2,0,7,17,24,0,7,9,0.6875,78,1,1,0.2,0.407407407,0,0,7.444444444,1,0.8889,0
camel,1.6,org.apache.camel.AsyncProcessor,1,1,0,34,1,0,31,3,1,2,1,0,0,0,1,0,0,0,1,1,1
camel,1.6,org.apache.camel.model.language.LanguageExpression,4,2,0,2,6,4,1,1,4,0.333333333,24,1,0,0.916666667,0.75,1,2,4.75,1,0.5,0
camel,1.6,org.apache.camel.processor.interceptor.Tracer,19,1,0,11,27,143,4,9,19,0.923611111,135,1,3,0,0.169590643,0,0,5.684210526,3,1.0526,3
camel,1.6,org.apache.camel.model.ThreadType,30,3,0,6,61,347,1,6,29,0.868338558,349,1,0,0.866995074,0.166666667,1,5,10.26666667,2,0.9333,0
camel,1.6,org.apache.camel.scala.dsl.languages.XPath,2,1,0,4,2,1,2,3,2,2,2,0,0,0,0.833333333,0,0,0,1,1,0
camel,1.6,org.apache.camel.Intercept,2,1,0,5,2,1,4,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
camel,1.6,org.apache.camel.model.dataformat.StringDataFormat,4,3,0,5,6,0,1,4,3,0.333333333,21,1,0,0.75,0.5,1,1,4,1,0.75,0
camel,1.6,org.apache.camel.component.jms.requestor.MessageSelectorProvider,4,1,0,2,16,0,2,0,4,0.333333333,92,1,0,0,0.75,0,0,21.25,4,1.5,0
camel,1.6,org.apache.camel.component.jhc.JhcMessage,1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
camel,1.6,org.apache.camel.impl.DefaultExchange,42,1,14,28,78,809,16,12,33,0.909756098,498,1,7,0,0.118466899,0,0,10.61904762,4,1.5714,17
camel,1.6,org.apache.camel.component.freemarker.NoCacheStorage,5,1,0,2,6,10,1,1,5,2,13,0,0,0,0.8,0,0,1.6,1,0.8,0
camel,1.6,org.apache.camel.spring.remoting.SendBeforeInterceptor,7,1,0,12,21,9,0,12,7,0.791666667,80,1,3,0,0.357142857,0,0,9.857142857,1,0.8571,0
camel,1.6,org.apache.camel.osgi.package-info,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
camel,1.6,org.apache.camel.processor.idempotent.NoMessageIdException,3,5,0,4,8,0,1,3,3,0.5,32,1,2,0.894736842,0.555555556,0,0,9,1,0.6667,0
camel,1.6,org.apache.camel.util.CollectionHelper,4,1,0,3,20,6,3,0,3,2,133,0,0,0,0.3,0,0,32.25,7,3.25,1
camel,1.6,org.apache.camel.model.dataformat.FlatpackDataFormat,1,3,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,1
camel,1.6,org.apache.camel.component.cxf.interceptors.AbstractMessageOutInterceptor,4,0,2,5,24,6,2,3,1,2,93,0,0,0,0.4,0,0,22.25,4,1.5,0
camel,1.6,org.apache.camel.component.file.remote.RemoteFileConsumer,29,4,2,14,47,334,2,12,24,0.934065934,262,1,1,0.564516129,0.187739464,0,0,7.586206897,9,1.4138,0
camel,1.6,org.apache.camel.model.loadbalancer.RoundRobinLoadBalanceStrategy,2,3,0,4,4,1,0,4,1,2,9,0,0,0.923076923,0.75,1,1,3.5,1,0.5,1
camel,1.6,org.apache.camel.AlreadyStoppedException,1,4,0,2,2,0,1,1,1,2,5,0,0,1,1,0,0,4,0,0,0
camel,1.6,org.apache.camel.scala.dsl.builder.RouteBuilder,36,1,0,41,79,626,18,38,36,0.571428571,288,1,1,0,0.116666667,0,0,6.944444444,1,0.9722,0
camel,1.6,org.apache.camel.builder.script.ScriptEvaluationException,3,5,0,2,6,3,1,1,3,2,16,0,0,1,0.777777778,0,0,4.333333333,0,0,0
camel,1.6,org.apache.camel.Header,1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.component.dataset.DataSetEndpoint,23,3,0,18,60,191,4,16,18,0.850649351,312,1,1,0.814814815,0.202020202,1,5,12.26086957,2,0.913,2
camel,1.6,org.apache.camel.processor.exceptionpolicy.DefaultExceptionPolicyStrategy,8,1,0,10,33,26,2,9,2,0.714285714,194,1,0,0,0.452380952,0,0,23.125,8,2.25,2
camel,1.6,org.apache.camel.osgi.OsgiResolverUtil,10,2,0,9,31,23,3,7,3,0.777777778,182,1,0,0.55,0.242857143,1,5,17.1,3,1.5,0
camel,1.6,org.apache.camel.component.jdbc.JdbcEndpoint,5,2,0,7,8,6,2,6,5,0.75,35,1,0,0.857142857,0.333333333,0,0,5.6,1,0.8,0
camel,1.6,org.apache.camel.model.language.HeaderExpression,3,2,0,1,5,3,0,1,3,2,12,0,0,0.956521739,0.666666667,1,2,3,1,0.3333,0
camel,1.6,org.apache.camel.CamelException,4,3,4,14,8,6,14,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
camel,1.6,org.apache.camel.component.cxf.transport.spring.NamespaceHandler,2,0,0,4,6,1,0,4,2,2,18,0,0,0,1,0,0,8,1,0.5,0
camel,1.6,org.apache.camel.component.uface.swing.Main,3,4,0,4,8,3,0,4,2,2,24,0,0,0.973684211,0.444444444,1,1,7,1,0.6667,0
camel,1.6,org.apache.camel.builder.PredicateFactory,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.converter.jaxb.ObjectHeader,4,2,0,1,6,0,0,1,4,0.333333333,22,1,0,0.666666667,0.583333333,0,0,4.25,1,0.5,0
camel,1.6,org.apache.camel.component.cxf.feature.AbstractDataFormatFeature,5,0,2,9,22,10,2,7,1,2,145,0,0,0,0.5,0,0,28,4,1.8,0
camel,1.6,org.apache.camel.management.InstrumentationErrorHandlerWrappingStrategy,2,1,0,6,6,0,1,5,2,0,22,1,0,0,0.6,0,0,9.5,1,0.5,2
camel,1.6,org.apache.camel.component.jms.JmsBinding,20,1,0,27,109,148,11,19,14,0.802631579,728,1,3,0,0.210526316,0,0,35.2,10,1.95,0
camel,1.6,org.apache.camel.converter.jaxp.XmlConverter,51,1,0,15,113,1263,11,5,50,0.924,731,0.6,0,0,0.104444444,0,0,13.23529412,2,1,3
camel,1.6,org.apache.camel.scala.dsl.ScalaProcessor,4,1,0,6,7,4,1,5,4,0.333333333,23,1,0,0,0.5,0,0,4.5,1,0.75,0
camel,1.6,org.apache.camel.ValidationException,2,5,2,6,4,1,4,2,2,2,13,0,0,1,0.875,0,0,5.5,0,0,0
camel,1.6,org.apache.camel.model.RecipientListType,8,4,0,9,19,22,2,7,8,0.714285714,59,1,0,0.973544974,0.3,2,3,6.25,1,0.625,0
camel,1.6,org.apache.camel.converter.jaxp.StreamSourceConverter,3,1,0,0,6,3,0,0,3,2,12,0,0,0,0.833333333,0,0,3,1,0.6667,0
camel,1.6,org.apache.camel.component.jms.DefaultQueueBrowseStrategy,2,1,0,5,5,1,1,5,2,2,15,0,0,0,0.625,0,0,6.5,1,0.5,0
camel,1.6,org.apache.camel.scala.dsl.Wrapper,1,1,0,14,1,0,14,0,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.model.ConvertBodyType,12,3,0,6,22,62,1,6,11,0.590909091,100,1,0,0.951351351,0.354166667,1,3,7.166666667,3,0.9167,0
camel,1.6,org.apache.camel.util.CamelContextHelper,17,1,0,30,51,136,21,9,15,2,289,0,0,0,0.344537815,0,0,16,4,1.4706,1
camel,1.6,org.apache.camel.model.dataformat.TidyMarkupDataFormat,5,3,0,3,9,8,1,2,4,0,50,1,0,0.75,0.533333333,1,2,8.8,2,0.8,0
camel,1.6,org.apache.camel.component.http.HttpProducer,9,3,0,24,68,18,1,24,4,0.9375,442,0.333333333,0,0.75,0.35,0,0,47.44444444,8,1.7778,0
camel,1.6,org.apache.camel.component.ibatis.IBatisPollingConsumer,6,3,0,6,15,13,1,6,4,0.4,54,1,1,0.791666667,0.444444444,1,1,7.833333333,1,0.8333,0
camel,1.6,org.apache.camel.model.language.MethodCallExpression,9,2,0,6,13,30,1,5,8,0.625,59,1,0,0.785714286,0.518518519,1,4,5.333333333,2,0.7778,2
camel,1.6,org.apache.camel.component.file.remote.FtpOperationFailedException,4,5,0,3,9,2,2,1,4,0.333333333,47,1,0,0.894736842,0.666666667,0,0,10.25,1,0.5,0
camel,1.6,org.apache.camel.impl.PollingConsumerSupport,6,2,6,11,14,7,6,5,5,0.6,49,1,2,0.736842105,0.375,0,0,6.833333333,2,1,1
camel,1.6,org.apache.camel.processor.aggregate.DefaultAggregationCollection,14,2,1,8,35,27,2,6,12,0.673076923,185,1,2,0.56,0.323076923,1,5,11.92857143,7,1.2143,4
camel,1.6,org.apache.camel.model.PolicyRef,10,4,0,5,20,23,1,4,8,0.444444444,121,1,1,0.957219251,0.35,1,2,10.9,3,1.2,0
camel,1.6,org.apache.camel.builder.xml.XsltBuilder,30,1,0,13,73,347,1,12,27,0.668965517,380,1,2,0,0.114285714,0,0,11.5,3,1.0333,0
camel,1.6,org.apache.camel.model.ThrottlerType,14,3,0,6,25,51,3,4,14,0.564102564,129,1,0,0.936170213,0.3,1,3,8,1,0.8571,0
camel,1.6,org.apache.camel.component.file.strategy.FileRenamer,1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.scala.dsl.builder.RouteBuilderSupport,1,1,0,4,1,0,1,3,1,2,1,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.component.cxf.invoker.AbstractInvokingContext,4,1,2,6,24,6,2,4,1,2,96,0,0,0,0.45,0,0,23,3,1.5,0
camel,1.6,org.apache.camel.management.CamelNamingStrategy,14,1,0,11,45,23,1,10,11,0.972527473,400,0.142857143,0,0,0.192857143,0,0,26.57142857,2,1,2
camel,1.6,org.apache.camel.scala.RichInt,5,1,0,8,11,8,3,5,5,0.25,39,1,0,0,0.7,0,0,6.6,1,0.8,0
camel,1.6,org.apache.camel.bam.rules.ProcessRules,8,2,0,14,17,0,8,7,6,0.571428571,69,1,1,0.666666667,0.3,1,1,7.375,2,1,0
camel,1.6,org.apache.camel.component.rmi.RmiEndpoint,18,2,0,13,39,125,3,13,17,0.870588235,170,1,0,0.6,0.179012346,1,1,8.166666667,3,1.1111,0
camel,1.6,org.apache.camel.bam.model.TemporalEntity,7,2,1,2,8,9,1,1,7,0.666666667,40,1,0,0.333333333,0.642857143,0,0,4.428571429,2,1.1429,0
camel,1.6,org.apache.camel.bam.processor.BamProcessorSupport,12,1,1,14,35,34,3,13,3,0.803030303,215,1,1,0,0.261363636,0,0,16.41666667,4,1,0
camel,1.6,org.apache.camel.component.xquery.XQueryBuilder,52,1,3,32,124,1214,6,29,45,0.793226381,766,1,2,0,0.107843137,0,0,13.51923077,7,1.0962,0
camel,1.6,org.apache.camel.spring.CamelProxyFactoryType,1,2,0,1,2,0,0,1,1,2,6,1,0,1,1,0,0,3,0,0,0
camel,1.6,org.apache.camel.language.xpath.XPathLanguage,6,1,0,4,9,9,0,4,5,0.2,41,1,0,0,0.416666667,0,0,5.666666667,2,1,0
camel,1.6,org.apache.camel.component.jdbc.JdbcComponent,4,3,0,6,15,4,0,6,3,0.666666667,60,1,0,0.945945946,0.4,1,3,13.75,1,0.5,0
camel,1.6,org.apache.camel.component.cxf.converter.CxfConverter,5,1,0,3,19,8,0,3,3,0.75,56,1,0,0,0.25,0,0,10,2,0.8,0
camel,1.6,org.apache.camel.Produce,2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,0
camel,1.6,org.apache.camel.language.ognl.RootObject,13,1,0,4,23,0,1,3,13,0,70,1,1,0,0.326923077,0,0,4.307692308,1,0.9231,0
camel,1.6,org.apache.camel.component.quartz.QuartzComponent,15,3,0,15,49,93,1,15,8,0.821428571,226,1,0,0.744680851,0.261904762,2,3,13.8,2,0.8667,0
camel,1.6,org.apache.camel.processor.HandleFaultProcessor,4,3,0,10,22,4,2,9,4,2,105,0,0,0.88,0.583333333,0,0,25.25,7,2.25,2
camel,1.6,org.apache.camel.NoSuchBeanException,2,5,0,2,6,0,1,1,2,1,21,1,0,0.944444444,0.75,0,0,8.5,1,0.5,1
camel,1.6,org.apache.camel.processor.DelegateAsyncProcessor,9,2,1,7,18,0,1,6,7,0.25,66,1,1,0.666666667,0.388888889,1,1,6.222222222,1,0.7778,1
camel,1.6,org.apache.camel.component.jms.JmsTemporaryTopicEndpoint,5,3,0,4,8,10,1,4,4,1,35,1,0,0.947368421,0.44,0,0,5.8,1,0.6,0
