MonthlyDate,StateName,LossCode
10/1/2011,Michigan,revm
9/1/2010,District of Columbia,revm
5/1/2011,North Dakota,suit
6/1/2011,North Dakota,impay
4/1/2010,North Dakota,medh
8/1/2011,North Dakota,inf
4/1/2010,Tennessee,er-x
3/1/2011,Tennessee,medpa
8/1/2011,Tennessee,surmp
8/1/2011,Georgia,accer
4/1/2011,Tennessee,er-ag
9/1/2010,Connecticut,flrst
6/1/2010,Massachusetts,medlr
3/1/2010,Arizona,dc-
7/1/2010,Ohio,suit
12/1/2010,North Carolina,dep
3/1/2011,North Carolina,er-
12/1/2010,North Carolina,cheh
7/1/2010,Connecticut,oth
9/1/2010,Connecticut,cheh
2/1/2011,Maryland,dc-
10/1/2010,Maryland,medlr
6/1/2010,Maryland,flrf
7/1/2010,Nevada,hemn
4/1/2011,Nevada,pulb
8/1/2010,Maryland,medlr
2/1/2011,Maryland,medlr
4/1/2011,Nebraska,revm
5/1/2011,Nebraska,medh
4/1/2010,Texas,impay
3/1/2011,Minnesota,suit
5/1/2011,Minnesota,dep
5/1/2010,Minnesota,er-
2/1/2011,Minnesota,surmp
9/1/2010,Minnesota,nglhr
11/1/2011,California,nurf
5/1/2010,Arizona,er-
4/1/2011,Arizona,obgor
6/1/2010,Iowa,cheh
3/1/2010,Iowa,inf
8/1/2011,Iowa,cheh
11/1/2010,Iowa,sui
8/1/2010,Iowa,suit
9/1/2011,Iowa,sui
12/1/2010,Iowa,emt
2/1/2011,Iowa,dep
10/1/2010,Maine,cheh
1/1/2011,Maine,surmp
11/1/2010,Maine,oth
4/1/2011,Maine,medpa
10/1/2011,Maine,tort
1/1/2011,Maine,cheh
5/1/2010,North Dakota,revm
6/1/2010,Washington,medpa
11/1/2011,Louisiana,obgor
12/1/2010,Nevada,flron
3/1/2010,New York,er-ag
2/1/2010,Alabama,emt
4/1/2010,Alabama,dc-
2/1/2011,Alabama,accer
6/1/2011,Maryland,emt
3/1/2010,Virginia,pulhr
9/1/2011,Virginia,cheh
6/1/2010,New Jersey,pulb
6/1/2011,New Jersey,flrst
4/1/2011,Nevada,er-
2/1/2011,North Carolina,carr
12/1/2010,Alabama,inf
1/1/2011,Iowa,medpa
12/1/2010,Tennessee,impay
5/1/2011,Hawaii,dep
4/1/2010,Nebraska,er-
9/1/2010,Nebraska,medh
4/1/2010,Indiana,medpa
11/1/2011,Indiana,medlr
4/1/2010,Illinois,flrst
4/1/2010,Illinois,medlr
10/1/2011,Massachusetts,inf
11/1/2010,Massachusetts,er-ag
11/1/2010,Kansas,inf
7/1/2010,Nebraska,flr
7/1/2010,Maine,sui
5/1/2010,South Carolina,revm
8/1/2011,South Carolina,surmp
4/1/2011,Connecticut,oth
1/1/2011,Connecticut,medlr
2/1/2011,Connecticut,carr
11/1/2010,Connecticut,cheh
9/1/2010,Connecticut,impay
9/1/2010,Virginia,er-x
3/1/2011,Washington,dc-
2/1/2011,Idaho,nurf
11/1/2010,Idaho,medh
5/1/2010,Idaho,obgor
8/1/2010,Idaho,pulhr
3/1/2011,Idaho,oth
7/1/2011,Idaho,medh
10/1/2010,Maryland,cheh
5/1/2011,Hawaii,dc-
3/1/2011,Hawaii,sui
10/1/2011,Hawaii,er-mt
11/1/2011,Ohio,hemn
5/1/2010,Puerto Rico,pulb
2/1/2011,Puerto Rico,carr
4/1/2010,New Jersey,pulhr
9/1/2011,Michigan,medlr
7/1/2011,Nebraska,medh
5/1/2011,Nebraska,er-
6/1/2011,Virginia,impay
8/1/2010,Virginia,impay
8/1/2011,Virginia,pulhr
11/1/2010,Maryland,emt
11/1/2010,Maryland,flron
9/1/2011,Maryland,accer
4/1/2011,Delaware,medpa
4/1/2010,New York,impay
12/1/2010,Tennessee,obgor
9/1/2011,Tennessee,medh
11/1/2011,Tennessee,hemn
2/1/2010,Minnesota,medlr
9/1/2011,Minnesota,suit
8/1/2010,Minnesota,flrf
10/1/2011,Minnesota,cheh
1/1/2011,Minnesota,carr
5/1/2010,South Dakota,flron
6/1/2010,South Dakota,medpa
11/1/2010,South Dakota,obgor
6/1/2011,South Dakota,dep
5/1/2010,South Dakota,medlr
7/1/2010,South Dakota,tort
6/1/2011,South Dakota,surmp
3/1/2011,Massachusetts,emt
5/1/2010,Massachusetts,tort
2/1/2011,Massachusetts,accer
6/1/2011,Massachusetts,er-mt
8/1/2010,Nebraska,oth
2/1/2010,South Carolina,flr
9/1/2011,South Carolina,cheh
4/1/2011,South Carolina,nglhr
1/1/2011,Iowa,pulb
2/1/2011,Iowa,sui
5/1/2011,Rhode Island,cheh
8/1/2010,Rhode Island,emt
5/1/2011,Indiana,nglhr
12/1/2011,California,cheh
5/1/2010,Colorado,medh
10/1/2010,Colorado,inf
5/1/2010,Minnesota,nurf
11/1/2011,Oklahoma,suit
2/1/2010,Michigan,dc-
3/1/2010,Michigan,er-mt
9/1/2010,North Dakota,nglhr
6/1/2011,North Dakota,cheh
5/1/2011,New Mexico,pulhr
6/1/2011,New Mexico,nglhr
1/1/2011,New Mexico,inf
12/1/2010,Tennessee,accer
11/1/2010,Tennessee,nurf
10/1/2011,South Carolina,emt
10/1/2011,Ohio,pulhr
6/1/2011,New Mexico,suit
9/1/2010,Washington,impay
8/1/2011,Washington,dc-
4/1/2010,Utah,emt
4/1/2010,Arizona,nurf
1/1/2011,Arizona,flrf
9/1/2010,Arkansas,flr
5/1/2011,Arkansas,pulhr
1/1/2011,Arkansas,revm
7/1/2010,New Mexico,flr
4/1/2011,Rhode Island,impay
7/1/2010,Rhode Island,accer
6/1/2011,Rhode Island,pulhr
1/1/2011,New Jersey,flrf
11/1/2010,New Jersey,medh
3/1/2011,North Dakota,medlr
5/1/2011,Nebraska,pulb
6/1/2010,Nebraska,medh
3/1/2011,Alabama,oth
6/1/2011,Alabama,surmp
2/1/2011,Alabama,impay
7/1/2010,Alabama,obgor
3/1/2010,Oregon,obgor
2/1/2010,Ohio,suit
4/1/2011,Alaska,oth
6/1/2010,Alaska,nglhr
7/1/2011,Alaska,er-x
3/1/2011,Alaska,hemn
1/1/2011,Colorado,emt
3/1/2011,Colorado,inf
6/1/2010,Alabama,emt
4/1/2010,Louisiana,flrst
4/1/2010,Louisiana,er-x
7/1/2011,Louisiana,oth
7/1/2010,Louisiana,obgor
6/1/2011,Louisiana,medlr
10/1/2010,Tennessee,medlr
11/1/2011,Tennessee,pulhr
1/1/2011,Virginia,carr
5/1/2011,Virginia,er-ag
6/1/2010,Virginia,accer
8/1/2010,New Jersey,medh
6/1/2010,Nebraska,pulhr
10/1/2010,Nebraska,medpa
2/1/2011,Nebraska,surmp
1/1/2011,Iowa,oth
3/1/2010,Washington,surmp
10/1/2010,Alabama,surmp
9/1/2010,Alabama,medpa
8/1/2010,Washington,medlr
8/1/2011,Alabama,emt
4/1/2010,Texas,flron
10/1/2010,Kansas,nglhr
9/1/2011,Kansas,flr
11/1/2010,Kansas,medpa
8/1/2011,Kansas,er-ag
8/1/2010,Alaska,medpa
7/1/2011,Alaska,accer
5/1/2011,Alaska,flrf
2/1/2011,Colorado,oth
10/1/2010,Virginia,accer
10/1/2011,Virginia,dep
12/1/2010,Virginia,nurf
7/1/2010,District of Columbia,medh
6/1/2011,District of Columbia,emt
8/1/2010,District of Columbia,flron
5/1/2010,District of Columbia,flr
11/1/2010,District of Columbia,pulb
6/1/2011,District of Columbia,pulb
10/1/2011,Michigan,er-ag
7/1/2010,Hawaii,flrf
7/1/2011,Hawaii,medpa
5/1/2011,Minnesota,dc-
4/1/2011,Minnesota,nurf
8/1/2011,Minnesota,sui
10/1/2011,Illinois,pulb
4/1/2011,Massachusetts,flron
7/1/2011,Massachusetts,sui
10/1/2011,Michigan,nurf
1/1/2011,Oregon,nglhr
3/1/2011,Virginia,suit
6/1/2011,Washington,tort
12/1/2010,South Carolina,hemn
7/1/2010,Illinois,inf
8/1/2011,Illinois,er-x
12/1/2010,Puerto Rico,oth
4/1/2010,Nevada,hemn
4/1/2010,Nevada,flr
2/1/2011,Louisiana,dc-
2/1/2010,New York,flrst
11/1/2011,New York,emt
5/1/2010,New Jersey,nurf
6/1/2011,New Jersey,hemn
10/1/2010,Illinois,medh
9/1/2011,Illinois,revm
12/1/2010,Oregon,dc-
5/1/2011,Oregon,surmp
7/1/2011,Oregon,medh
1/1/2011,Ohio,inf
3/1/2010,Nevada,medh
7/1/2010,Nevada,accer
10/1/2011,North Carolina,flrf
8/1/2010,Nebraska,tort
9/1/2011,Ohio,flr
11/1/2011,Florida,tort
5/1/2011,South Carolina,emt
11/1/2010,South Carolina,revm
6/1/2011,North Dakota,pulhr
2/1/2011,North Dakota,flron
8/1/2011,North Dakota,flrst
1/1/2011,North Dakota,nglhr
2/1/2011,Michigan,flron
7/1/2010,Hawaii,nurf
4/1/2011,Hawaii,pulb
8/1/2011,Hawaii,er-ag
7/1/2010,Indiana,dep
11/1/2011,Ohio,medh
3/1/2011,New Jersey,er-
5/1/2010,Wyoming,pulb
6/1/2010,Wyoming,revm
3/1/2011,Wyoming,flrst
5/1/2011,Wyoming,flr
9/1/2010,Wyoming,dc-
8/1/2011,Wyoming,emt
8/1/2010,Wyoming,hemn
5/1/2010,Arizona,revm
6/1/2010,Arizona,pulhr
12/1/2010,Arizona,cheh
5/1/2011,North Dakota,pulhr
12/1/2010,North Dakota,inf
4/1/2010,North Dakota,emt
11/1/2011,North Dakota,medh
6/1/2010,Tennessee,tort
12/1/2010,Tennessee,flrst
3/1/2010,Kentucky,medh
10/1/2011,Kentucky,revm
9/1/2011,Pennsylvania,sui
2/1/2010,Illinois,flrf
4/1/2011,Illinois,hemn
4/1/2011,New Hampshire,cheh
9/1/2010,New Hampshire,dc-
4/1/2011,New Hampshire,emt
4/1/2011,New Hampshire,dc-
6/1/2010,New Hampshire,surmp
10/1/2010,New Hampshire,dep
9/1/2011,Illinois,suit
3/1/2011,Illinois,flrst
10/1/2010,Oregon,flron
3/1/2010,Indiana,surmp
5/1/2011,Indiana,flron
7/1/2011,Pennsylvania,flrst
2/1/2010,Washington,accer
1/1/2011,Washington,er-ag
2/1/2011,Washington,er-x
8/1/2011,Washington,er-ag
7/1/2011,Pennsylvania,flrf
10/1/2011,New Jersey,dep
11/1/2010,North Dakota,hemn
2/1/2011,North Dakota,flr
7/1/2011,North Dakota,suit
10/1/2011,Tennessee,dep
7/1/2011,Massachusetts,impay
7/1/2011,Massachusetts,emt
7/1/2010,Ohio,er-
11/1/2011,Illinois,carr
3/1/2010,North Carolina,dc-
9/1/2010,North Carolina,flron
8/1/2011,North Carolina,flron
7/1/2011,New Mexico,suit
7/1/2010,Arizona,medlr
2/1/2011,Massachusetts,medlr
6/1/2010,Massachusetts,hemn
6/1/2011,Massachusetts,flron
9/1/2011,Massachusetts,dep
9/1/2011,New York,emt
12/1/2010,Rhode Island,impay
7/1/2010,Rhode Island,medlr
5/1/2010,New Jersey,nglhr
11/1/2011,Florida,hemn
4/1/2011,Rhode Island,flrf
6/1/2010,Oregon,inf
7/1/2011,Oregon,flrst
12/1/2010,Tennessee,emt
8/1/2011,Tennessee,er-mt
10/1/2011,North Carolina,dep
2/1/2010,Georgia,revm
10/1/2011,Pennsylvania,oth
3/1/2011,Hawaii,medlr
6/1/2010,Hawaii,er-mt
1/1/2011,Hawaii,carr
11/1/2010,Hawaii,medh
8/1/2010,Montana,sui
5/1/2010,Montana,er-x
3/1/2011,Montana,flr
4/1/2011,Montana,medh
5/1/2011,Montana,impay
7/1/2011,Montana,obgor
11/1/2010,Montana,emt
10/1/2011,Montana,obgor
4/1/2011,Maryland,nurf
9/1/2010,Maryland,pulb
2/1/2011,Maryland,accer
6/1/2011,Nebraska,er-ag
4/1/2011,Nebraska,accer
7/1/2011,Nebraska,nglhr
4/1/2010,Pennsylvania,pulhr
9/1/2011,Pennsylvania,revm
8/1/2011,Nebraska,inf
4/1/2010,Colorado,er-mt
4/1/2010,Colorado,carr
4/1/2010,Connecticut,flr
1/1/2011,Connecticut,flrst
10/1/2010,Connecticut,flrf
12/1/2010,Kentucky,flrf
2/1/2011,Rhode Island,er-ag
11/1/2011,Washington,accer
2/1/2010,Minnesota,suit
9/1/2010,Minnesota,medpa
9/1/2011,Minnesota,revm
5/1/2010,North Carolina,medlr
2/1/2011,Missouri,surmp
5/1/2011,Kansas,hemn
7/1/2011,Kansas,cheh
6/1/2011,Kansas,emt
7/1/2010,Kentucky,emt
7/1/2011,Kentucky,medlr
2/1/2011,Hawaii,medlr
1/1/2011,Hawaii,emt
7/1/2011,Hawaii,pulhr
9/1/2011,Hawaii,dep
7/1/2011,Massachusetts,er-ag
6/1/2011,Massachusetts,medh
2/1/2011,Kansas,sui
8/1/2010,Kansas,er-ag
5/1/2010,Kansas,er-x
8/1/2010,Kansas,flron
5/1/2011,Rhode Island,surmp
11/1/2010,Rhode Island,carr
4/1/2011,Rhode Island,revm
3/1/2010,Michigan,er-x
10/1/2010,North Carolina,hemn
8/1/2011,North Carolina,medlr
4/1/2010,Rhode Island,dep
4/1/2011,Rhode Island,sui
11/1/2010,Rhode Island,obgor
12/1/2010,Rhode Island,nglhr
4/1/2011,Rhode Island,flr
7/1/2010,Rhode Island,inf
6/1/2010,Connecticut,flrst
4/1/2011,Connecticut,medh
5/1/2010,Nevada,pulhr
6/1/2011,Oregon,er-ag
4/1/2010,North Carolina,medlr
12/1/2010,North Carolina,obgor
8/1/2011,North Carolina,oth
3/1/2010,North Dakota,medlr
4/1/2010,North Dakota,er-x
4/1/2010,North Dakota,dep
5/1/2010,North Dakota,hemn
2/1/2011,North Dakota,medh
5/1/2011,North Dakota,er-ag
12/1/2010,North Dakota,obgor
9/1/2010,North Dakota,flr
9/1/2011,North Dakota,nglhr
2/1/2011,Nebraska,pulhr
6/1/2011,Nebraska,surmp
4/1/2010,Nebraska,cheh
3/1/2011,Nebraska,emt
9/1/2011,Oklahoma,er-mt
1/1/2011,North Dakota,er-ag
7/1/2011,North Dakota,hemn
8/1/2011,North Dakota,revm
8/1/2011,Massachusetts,flron
3/1/2011,North Carolina,inf
7/1/2011,Indiana,flron
6/1/2010,Texas,impay
2/1/2010,Illinois,nglhr
4/1/2010,Ohio,dc-
4/1/2011,Virginia,medpa
10/1/2011,Texas,dc-
4/1/2010,Indiana,suit
3/1/2010,Indiana,pulb
2/1/2011,Virginia,dc-
11/1/2010,Virginia,tort
2/1/2011,South Carolina,pulhr
9/1/2011,South Carolina,flron
11/1/2010,Wisconsin,impay
6/1/2010,Wisconsin,revm
8/1/2011,Wisconsin,emt
4/1/2010,Minnesota,er-
11/1/2010,Minnesota,dep
2/1/2011,Alabama,nglhr
4/1/2010,Georgia,suit
5/1/2010,Oklahoma,er-ag
1/1/2011,Delaware,dep
8/1/2010,Delaware,impay
4/1/2011,Delaware,carr
4/1/2010,Delaware,cheh
9/1/2011,Delaware,cheh
1/1/2011,South Carolina,dc-
4/1/2010,Oregon,cheh
2/1/2011,Oregon,nurf
8/1/2010,Oregon,medpa
10/1/2011,Ohio,medh
5/1/2011,Arizona,er-x
3/1/2011,North Dakota,oth
7/1/2011,North Dakota,tort
9/1/2010,Georgia,flrf
5/1/2010,New Jersey,pulb
12/1/2010,Maine,flron
7/1/2010,Maine,pulb
5/1/2010,Maine,medpa
5/1/2010,Maine,cheh
9/1/2011,Maine,carr
3/1/2011,Maine,accer
1/1/2011,Tennessee,carr
3/1/2011,Tennessee,hemn
7/1/2010,Pennsylvania,er-mt
7/1/2011,Pennsylvania,pulb
5/1/2011,New York,er-
5/1/2011,Pennsylvania,suit
7/1/2010,Pennsylvania,er-x
10/1/2010,Virginia,tort
7/1/2010,Virginia,cheh
4/1/2010,Illinois,er-
8/1/2011,Mississippi,er-ag
12/1/2010,Mississippi,er-mt
4/1/2010,Wyoming,tort
6/1/2011,Wyoming,pulb
6/1/2011,Wyoming,medpa
7/1/2011,Wyoming,oth
8/1/2010,Wyoming,nurf
9/1/2011,Pennsylvania,flrst
5/1/2011,Iowa,sui
7/1/2011,Iowa,nglhr
6/1/2011,Iowa,pulb
9/1/2011,Iowa,carr
8/1/2011,Iowa,accer
5/1/2010,Nebraska,carr
8/1/2011,Nebraska,er-ag
7/1/2011,Rhode Island,accer
4/1/2011,Rhode Island,nurf
2/1/2011,Rhode Island,revm
12/1/2010,Wyoming,accer
7/1/2010,Wyoming,nurf
2/1/2010,Oklahoma,emt
10/1/2010,Tennessee,suit
11/1/2010,Oregon,nglhr
11/1/2011,Ohio,pulhr
9/1/2011,Iowa,accer
4/1/2011,Indiana,revm
12/1/2010,Indiana,flron
9/1/2011,Indiana,revm
1/1/2011,Colorado,dep
1/1/2011,Colorado,er-mt
6/1/2011,Texas,cheh
6/1/2011,Iowa,sui
7/1/2011,Iowa,oth
9/1/2010,Iowa,emt
10/1/2010,Colorado,impay
8/1/2010,Colorado,sui
7/1/2010,Georgia,er-
9/1/2010,Georgia,nglhr
7/1/2011,New York,inf
3/1/2010,Illinois,dep
9/1/2011,Illinois,obgor
12/1/2010,Alabama,flrst
9/1/2010,Alabama,dep
6/1/2010,Alabama,tort
12/1/2010,Alabama,flron
7/1/2011,North Carolina,cheh
6/1/2010,Washington,inf
5/1/2011,Washington,nurf
6/1/2011,Washington,er-x
8/1/2010,Oregon,er-x
2/1/2010,Delaware,carr
7/1/2010,Delaware,carr
7/1/2010,Delaware,obgor
10/1/2010,Delaware,er-mt
2/1/2011,Delaware,medh
12/1/2010,Delaware,flron
8/1/2011,Delaware,inf
6/1/2010,Delaware,pulb
11/1/2010,Delaware,flrf
12/1/2010,Delaware,revm
7/1/2011,Delaware,medh
9/1/2010,Delaware,dc-
3/1/2010,Iowa,flr
3/1/2010,Iowa,dep
6/1/2011,Iowa,emt
11/1/2011,Iowa,nurf
5/1/2010,Virginia,sui
12/1/2010,Virginia,cheh
7/1/2011,Virginia,hemn
7/1/2011,Minnesota,emt
8/1/2010,Minnesota,obgor
4/1/2011,Minnesota,medlr
5/1/2011,Minnesota,surmp
7/1/2010,Minnesota,flr
10/1/2011,Minnesota,medh
4/1/2011,North Carolina,dc-
5/1/2011,Arizona,medh
7/1/2011,Arizona,surmp
10/1/2011,Indiana,cheh
6/1/2011,Indiana,cheh
11/1/2011,Indiana,carr
7/1/2010,Maryland,pulhr
9/1/2010,Nevada,er-x
9/1/2011,Nevada,medh
9/1/2011,Colorado,pulb
6/1/2010,Virginia,flron
5/1/2011,Virginia,accer
10/1/2011,Virginia,pulhr
3/1/2010,Kansas,sui
3/1/2010,Nebraska,medh
3/1/2010,Nebraska,flrst
6/1/2010,Nebraska,carr
10/1/2010,Nebraska,hemn
12/1/2010,Kansas,medpa
8/1/2011,Kansas,nurf
1/1/2011,Nebraska,er-mt
11/1/2010,Nebraska,nglhr
10/1/2011,Nebraska,dc-
6/1/2010,Nevada,pulhr
11/1/2010,Nevada,surmp
10/1/2011,Nevada,revm
3/1/2011,New York,er-mt
6/1/2011,Rhode Island,cheh
3/1/2011,Ohio,medpa
8/1/2011,Nevada,nglhr
6/1/2011,Nevada,obgor
5/1/2011,Nevada,medlr
8/1/2010,Missouri,revm
3/1/2010,Nevada,er-
5/1/2010,Nevada,surmp
12/1/2010,Nevada,er-x
1/1/2011,Nevada,flr
6/1/2011,Indiana,medlr
11/1/2011,Indiana,pulb
12/1/2010,Arizona,flrst
1/1/2011,Virginia,pulhr
6/1/2011,Virginia,pulb
11/1/2010,Delaware,nurf
6/1/2010,Delaware,flron
2/1/2011,Delaware,cheh
8/1/2011,Delaware,medpa
8/1/2011,Tennessee,medpa
6/1/2010,Tennessee,cheh
8/1/2010,Tennessee,medh
11/1/2010,New Jersey,er-x
12/1/2010,Massachusetts,er-x
12/1/2010,Delaware,sui
4/1/2010,Delaware,medlr
9/1/2010,Delaware,er-x
3/1/2011,Delaware,suit
12/1/2010,Delaware,er-x
2/1/2011,Delaware,dc-
6/1/2011,Wisconsin,er-ag
11/1/2011,Wisconsin,tort
3/1/2010,Kentucky,tort
7/1/2011,Kentucky,er-x
7/1/2010,Massachusetts,impay
4/1/2010,Nebraska,emt
2/1/2011,Nebraska,emt
1/1/2011,Nebraska,carr
7/1/2010,New Jersey,dep
11/1/2011,Michigan,revm
5/1/2011,Kentucky,inf
11/1/2010,Kentucky,emt
1/1/2011,Tennessee,er-
3/1/2010,Pennsylvania,flron
2/1/2010,Pennsylvania,flr
5/1/2010,New Jersey,pulhr
9/1/2010,Alabama,accer
10/1/2010,Alabama,flr
6/1/2010,Alabama,flrst
7/1/2010,Alabama,emt
12/1/2010,Alabama,pulhr
4/1/2010,Indiana,dep
4/1/2010,Indiana,er-
7/1/2010,Pennsylvania,er-
6/1/2011,Pennsylvania,flrf
7/1/2011,Louisiana,hemn
11/1/2010,Louisiana,inf
9/1/2011,Louisiana,er-x
11/1/2011,Louisiana,impay
4/1/2011,Indiana,sui
6/1/2010,Virginia,medpa
4/1/2010,Virginia,surmp
8/1/2010,Virginia,flron
9/1/2010,New Hampshire,cheh
10/1/2011,Illinois,cheh
1/1/2011,New Jersey,cheh
7/1/2010,Idaho,medpa
2/1/2011,Idaho,nglhr
3/1/2011,Idaho,surmp
5/1/2010,Idaho,dc-
5/1/2011,Idaho,er-
10/1/2011,Idaho,revm
10/1/2011,Idaho,er-x
3/1/2010,South Dakota,flrf
2/1/2010,Ohio,cheh
11/1/2010,Tennessee,cheh
10/1/2011,Tennessee,revm
1/1/2011,Kansas,oth
12/1/2010,Kansas,medh
11/1/2010,New Jersey,impay
9/1/2010,Virginia,flrf
11/1/2010,Tennessee,tort
12/1/2010,Tennessee,flron
5/1/2011,Mississippi,nglhr
6/1/2010,Mississippi,nurf
9/1/2010,Mississippi,dc-
8/1/2011,Mississippi,pulhr
9/1/2011,Mississippi,er-ag
4/1/2011,Iowa,emt
4/1/2010,Iowa,medh
5/1/2010,Puerto Rico,carr
9/1/2010,Puerto Rico,medlr
11/1/2010,Connecticut,oth
5/1/2011,Connecticut,flrf
1/1/2011,Connecticut,medpa
6/1/2010,Tennessee,suit
9/1/2011,Tennessee,hemn
9/1/2010,Minnesota,er-
5/1/2010,Minnesota,er-mt
6/1/2011,Minnesota,medpa
1/1/2011,Minnesota,flrf
7/1/2011,Minnesota,dep
9/1/2011,Minnesota,pulhr
9/1/2010,Illinois,flr
10/1/2011,Massachusetts,flron
8/1/2010,Ohio,sui
9/1/2011,Ohio,accer
7/1/2011,Oregon,medlr
3/1/2010,Pennsylvania,nurf
7/1/2011,Pennsylvania,flr
10/1/2011,Ohio,accer
8/1/2010,Minnesota,er-
5/1/2010,Pennsylvania,dep
6/1/2010,South Dakota,medlr
2/1/2011,South Dakota,accer
7/1/2011,Pennsylvania,er-x
10/1/2010,Pennsylvania,emt
9/1/2011,Pennsylvania,nurf
6/1/2010,Mississippi,suit
7/1/2011,Mississippi,sui
6/1/2011,Pennsylvania,accer
5/1/2010,Arkansas,er-mt
10/1/2010,Arkansas,revm
5/1/2010,Kentucky,obgor
7/1/2011,Kentucky,oth
4/1/2011,Louisiana,tort
8/1/2011,Massachusetts,cheh
10/1/2011,Massachusetts,pulb
10/1/2010,Iowa,medlr
5/1/2010,Nebraska,medlr
5/1/2011,Georgia,surmp
4/1/2011,Washington,medlr
6/1/2011,South Carolina,nurf
9/1/2010,South Carolina,revm
11/1/2010,Nevada,pulb
2/1/2011,Nevada,dep
9/1/2011,Nevada,suit
5/1/2010,New Hampshire,medh
7/1/2010,New Hampshire,revm
10/1/2010,New Hampshire,er-ag
4/1/2011,New Hampshire,surmp
4/1/2011,New Hampshire,pulhr
12/1/2010,South Carolina,nurf
8/1/2011,South Carolina,hemn
4/1/2010,Washington,carr
7/1/2011,Washington,inf
4/1/2011,Oregon,medh
6/1/2010,Oregon,flrst
8/1/2010,Oregon,nglhr
9/1/2011,Oregon,tort
6/1/2010,Nevada,medpa
5/1/2010,Pennsylvania,dc-
10/1/2010,Massachusetts,dep
9/1/2010,Massachusetts,surmp
9/1/2011,Massachusetts,pulb
8/1/2011,Massachusetts,er-mt
11/1/2010,Ohio,dep
10/1/2011,Nebraska,nurf
3/1/2011,Idaho,tort
8/1/2010,Idaho,er-mt
7/1/2011,Idaho,er-x
5/1/2010,New York,flrf
6/1/2010,Kansas,oth
4/1/2010,North Carolina,flr
7/1/2010,Virginia,er-
4/1/2011,Virginia,oth
6/1/2010,Minnesota,tort
12/1/2010,Nevada,medlr
7/1/2011,Washington,surmp
7/1/2011,Nebraska,revm
7/1/2011,Minnesota,medlr
10/1/2010,Georgia,medpa
11/1/2010,Kentucky,suit
6/1/2010,Missouri,nglhr
5/1/2010,Massachusetts,nglhr
1/1/2011,Idaho,hemn
2/1/2011,Idaho,er-ag
9/1/2011,Idaho,surmp
7/1/2011,Idaho,dep
5/1/2010,Oklahoma,dc-
4/1/2010,Arizona,flrst
8/1/2011,Arizona,hemn
8/1/2010,Arizona,dc-
10/1/2011,Arizona,flr
10/1/2011,Arizona,pulhr
10/1/2010,Puerto Rico,revm
11/1/2010,Puerto Rico,medlr
9/1/2010,Puerto Rico,cheh
7/1/2010,Puerto Rico,pulb
5/1/2011,Puerto Rico,impay
5/1/2011,Puerto Rico,accer
10/1/2010,Puerto Rico,flr
9/1/2010,Washington,pulhr
1/1/2011,Idaho,cheh
11/1/2011,Florida,flron
2/1/2010,Kentucky,flrf
2/1/2010,Colorado,nurf
4/1/2010,Colorado,flrst
8/1/2011,Puerto Rico,flron
12/1/2010,Puerto Rico,dc-
8/1/2011,Puerto Rico,medh
3/1/2010,Alabama,er-
10/1/2011,Alabama,sui
1/1/2011,Tennessee,medlr
3/1/2011,Kentucky,inf
5/1/2011,Kentucky,nurf
6/1/2011,Virginia,medlr
1/1/2011,Massachusetts,medpa
9/1/2010,Massachusetts,nurf
12/1/2011,California,pulb
4/1/2011,Kansas,flr
8/1/2011,Kansas,pulb
8/1/2011,Kansas,dc-
5/1/2010,Massachusetts,oth
1/1/2011,Washington,nglhr
5/1/2011,Hawaii,flron
10/1/2010,Hawaii,medlr
7/1/2011,Hawaii,nglhr
8/1/2010,Hawaii,emt
7/1/2010,Indiana,er-ag
3/1/2010,Utah,surmp
9/1/2010,Utah,medh
10/1/2010,Kansas,sui
2/1/2010,New York,flr
7/1/2010,Connecticut,suit
5/1/2010,Delaware,obgor
10/1/2010,Delaware,surmp
9/1/2011,Delaware,er-
2/1/2010,New York,revm
7/1/2010,Pennsylvania,nurf
2/1/2010,Florida,er-ag
7/1/2010,Nevada,obgor
5/1/2010,Nevada,suit
4/1/2011,New Jersey,inf
3/1/2010,Maryland,er-
10/1/2010,Maryland,er-
5/1/2010,Nebraska,cheh
3/1/2011,North Carolina,obgor
8/1/2011,Ohio,flrst
3/1/2010,Arkansas,revm
7/1/2011,Arkansas,oth
4/1/2010,Arkansas,carr
11/1/2010,Arkansas,accer
6/1/2010,Arkansas,emt
6/1/2011,Connecticut,surmp
10/1/2011,Connecticut,revm
7/1/2010,Missouri,suit
3/1/2011,West Virginia,cheh
2/1/2011,Nevada,cheh
2/1/2011,Nevada,flr
5/1/2010,New York,carr
10/1/2011,New York,oth
2/1/2010,North Carolina,oth
5/1/2010,New Hampshire,sui
9/1/2010,New Hampshire,obgor
9/1/2010,New Hampshire,revm
12/1/2010,New Hampshire,pulhr
3/1/2010,Kentucky,pulhr
8/1/2011,Kentucky,er-mt
9/1/2010,Kentucky,obgor
8/1/2010,Arizona,medlr
10/1/2010,Arizona,flrf
10/1/2010,Mississippi,er-ag
3/1/2011,Mississippi,flr
4/1/2010,Virginia,er-x
10/1/2011,Virginia,oth
2/1/2011,North Carolina,flron
5/1/2011,Colorado,er-ag
3/1/2011,Colorado,suit
11/1/2010,Minnesota,oth
12/1/2011,California,nurf
10/1/2010,Illinois,suit
11/1/2010,Illinois,flr
9/1/2010,Virginia,medlr
